date,capability_id,movement,quality,expression,daily_score,n_tests,match_date,days_post_match
2023-11-15,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-01,14
2023-11-15,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-01,14
2023-11-15,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-01,14
2023-11-15,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-01,14
2023-11-07,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,1
2023-11-07,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,1
2023-11-07,agility_deceleration_dynamic,agility,deceleration,dynamic,0.87,1,2023-11-06,1
2023-11-07,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,1
2023-11-07,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,1
2023-11-07,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4885,1,2023-11-06,1
2023-11-07,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,1
2023-11-07,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,1
2023-11-07,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,1
2023-11-07,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,1
2023-11-07,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,1
2023-11-07,upper body_pull_dynamic,upper body,pull,dynamic,0.87,1,2023-11-06,1
2023-11-07,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,1
2023-11-07,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,1
2023-11-08,agility_acceleration_dynamic,agility,acceleration,dynamic,0.431,1,2023-11-06,2
2023-11-08,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,2
2023-11-08,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,2
2023-11-08,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,2
2023-11-08,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,2
2023-11-08,jump_pre-load_dynamic,jump,pre-load,dynamic,0.497,1,2023-11-06,2
2023-11-08,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,2
2023-11-08,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,2
2023-11-08,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.431,1,2023-11-06,2
2023-11-08,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,2
2023-11-08,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,2
2023-11-08,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,2
2023-11-08,upper body_push_dynamic,upper body,push,dynamic,0.431,1,2023-11-06,2
2023-11-08,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,2
2023-11-09,agility_acceleration_dynamic,agility,acceleration,dynamic,0.431,1,2023-11-06,3
2023-11-09,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,3
2023-11-09,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,3
2023-11-09,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,3
2023-11-09,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,3
2023-11-09,jump_pre-load_dynamic,jump,pre-load,dynamic,0.497,1,2023-11-06,3
2023-11-09,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,3
2023-11-09,jump_take off_dynamic,jump,take off,dynamic,0.6655,1,2023-11-06,3
2023-11-09,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.431,1,2023-11-06,3
2023-11-09,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,3
2023-11-09,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,3
2023-11-09,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,3
2023-11-09,upper body_push_dynamic,upper body,push,dynamic,0.431,1,2023-11-06,3
2023-11-09,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,3
2023-11-10,agility_acceleration_dynamic,agility,acceleration,dynamic,0.431,1,2023-11-06,4
2023-11-10,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,4
2023-11-10,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,4
2023-11-10,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,4
2023-11-10,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,4
2023-11-10,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4955,1,2023-11-06,4
2023-11-10,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,4
2023-11-10,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,4
2023-11-10,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.431,1,2023-11-06,4
2023-11-10,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,4
2023-11-10,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,4
2023-11-10,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,4
2023-11-10,upper body_push_dynamic,upper body,push,dynamic,0.431,1,2023-11-06,4
2023-11-10,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,4
2023-11-11,agility_acceleration_dynamic,agility,acceleration,dynamic,0.431,1,2023-11-06,5
2023-11-11,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,5
2023-11-11,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,5
2023-11-11,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,5
2023-11-11,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,5
2023-11-11,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4955,1,2023-11-06,5
2023-11-11,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,5
2023-11-11,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,5
2023-11-11,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.431,1,2023-11-06,5
2023-11-11,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,5
2023-11-11,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,5
2023-11-11,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,5
2023-11-11,upper body_push_dynamic,upper body,push,dynamic,0.431,1,2023-11-06,5
2023-11-11,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,5
2023-11-12,agility_acceleration_dynamic,agility,acceleration,dynamic,0.431,1,2023-11-06,6
2023-11-12,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,6
2023-11-12,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,6
2023-11-12,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,6
2023-11-12,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,6
2023-11-12,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4955,1,2023-11-06,6
2023-11-12,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,6
2023-11-12,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,6
2023-11-12,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.431,1,2023-11-06,6
2023-11-12,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,6
2023-11-12,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,6
2023-11-12,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,6
2023-11-12,upper body_push_dynamic,upper body,push,dynamic,0.431,1,2023-11-06,6
2023-11-12,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,6
2023-11-13,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,7
2023-11-13,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,7
2023-11-13,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,7
2023-11-13,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,7
2023-11-13,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,7
2023-11-13,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4955,1,2023-11-06,7
2023-11-13,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,7
2023-11-13,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-06,7
2023-11-13,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,7
2023-11-13,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,7
2023-11-13,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,7
2023-11-13,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,7
2023-11-13,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,7
2023-11-13,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,7
2023-11-14,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,8
2023-11-14,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,8
2023-11-14,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,8
2023-11-14,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,8
2023-11-14,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,8
2023-11-14,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,8
2023-11-14,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,8
2023-11-14,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,8
2023-11-14,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,8
2023-11-14,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,8
2023-11-14,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,8
2023-11-14,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,8
2023-11-14,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,8
2023-11-14,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,8
2023-11-15,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,9
2023-11-15,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,9
2023-11-15,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,9
2023-11-15,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,9
2023-11-15,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,9
2023-11-15,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,9
2023-11-15,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,9
2023-11-15,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,9
2023-11-15,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,9
2023-11-15,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,9
2023-11-15,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,9
2023-11-15,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,9
2023-11-15,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,9
2023-11-15,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,9
2023-11-16,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,10
2023-11-16,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,10
2023-11-16,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,10
2023-11-16,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,10
2023-11-16,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,10
2023-11-16,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,10
2023-11-16,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,10
2023-11-16,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,10
2023-11-16,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,10
2023-11-16,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,10
2023-11-16,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,10
2023-11-16,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,10
2023-11-16,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,10
2023-11-16,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,10
2023-11-17,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,11
2023-11-17,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,11
2023-11-17,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,11
2023-11-17,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,11
2023-11-17,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,11
2023-11-17,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,11
2023-11-17,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,11
2023-11-17,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,11
2023-11-17,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,11
2023-11-17,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,11
2023-11-17,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,11
2023-11-17,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,11
2023-11-17,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,11
2023-11-17,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,11
2023-11-18,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,12
2023-11-18,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,12
2023-11-18,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,12
2023-11-18,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,12
2023-11-18,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,12
2023-11-18,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,12
2023-11-18,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,12
2023-11-18,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,12
2023-11-18,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,12
2023-11-18,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,12
2023-11-18,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,12
2023-11-18,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,12
2023-11-18,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,12
2023-11-18,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,12
2023-11-19,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-06,13
2023-11-19,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,13
2023-11-19,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,13
2023-11-19,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,13
2023-11-19,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,13
2023-11-19,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-06,13
2023-11-19,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,13
2023-11-19,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-06,13
2023-11-19,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-06,13
2023-11-19,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,13
2023-11-19,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,13
2023-11-19,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,13
2023-11-19,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-06,13
2023-11-19,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,13
2023-11-20,agility_acceleration_dynamic,agility,acceleration,dynamic,0.4305,1,2023-11-06,14
2023-11-20,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-06,14
2023-11-20,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-06,14
2023-11-20,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-06,14
2023-11-20,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-06,14
2023-11-20,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5185,1,2023-11-06,14
2023-11-20,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-06,14
2023-11-20,jump_take off_dynamic,jump,take off,dynamic,0.631,1,2023-11-06,14
2023-11-20,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.4305,1,2023-11-06,14
2023-11-20,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-06,14
2023-11-20,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-06,14
2023-11-20,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-06,14
2023-11-20,upper body_push_dynamic,upper body,push,dynamic,0.4305,1,2023-11-06,14
2023-11-20,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-06,14
2023-11-13,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,1
2023-11-13,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,1
2023-11-13,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,1
2023-11-13,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,1
2023-11-13,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,1
2023-11-13,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4955,1,2023-11-12,1
2023-11-13,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,1
2023-11-13,jump_take off_dynamic,jump,take off,dynamic,0.651,1,2023-11-12,1
2023-11-13,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,1
2023-11-13,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,1
2023-11-13,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,1
2023-11-13,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,1
2023-11-13,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,1
2023-11-13,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,1
2023-11-14,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,2
2023-11-14,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,2
2023-11-14,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,2
2023-11-14,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,2
2023-11-14,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,2
2023-11-14,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,2
2023-11-14,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,2
2023-11-14,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,2
2023-11-14,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,2
2023-11-14,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,2
2023-11-14,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,2
2023-11-14,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,2
2023-11-14,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,2
2023-11-14,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,2
2023-11-15,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,3
2023-11-15,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,3
2023-11-15,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,3
2023-11-15,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,3
2023-11-15,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,3
2023-11-15,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,3
2023-11-15,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,3
2023-11-15,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,3
2023-11-15,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,3
2023-11-15,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,3
2023-11-15,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,3
2023-11-15,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,3
2023-11-15,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,3
2023-11-15,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,3
2023-11-16,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,4
2023-11-16,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,4
2023-11-16,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,4
2023-11-16,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,4
2023-11-16,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,4
2023-11-16,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,4
2023-11-16,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,4
2023-11-16,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,4
2023-11-16,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,4
2023-11-16,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,4
2023-11-16,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,4
2023-11-16,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,4
2023-11-16,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,4
2023-11-16,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,4
2023-11-17,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,5
2023-11-17,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,5
2023-11-17,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,5
2023-11-17,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,5
2023-11-17,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,5
2023-11-17,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,5
2023-11-17,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,5
2023-11-17,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,5
2023-11-17,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,5
2023-11-17,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,5
2023-11-17,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,5
2023-11-17,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,5
2023-11-17,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,5
2023-11-17,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,5
2023-11-18,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,6
2023-11-18,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,6
2023-11-18,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,6
2023-11-18,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,6
2023-11-18,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,6
2023-11-18,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,6
2023-11-18,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,6
2023-11-18,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,6
2023-11-18,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,6
2023-11-18,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,6
2023-11-18,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,6
2023-11-18,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,6
2023-11-18,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,6
2023-11-18,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,6
2023-11-19,agility_acceleration_dynamic,agility,acceleration,dynamic,0.43,1,2023-11-12,7
2023-11-19,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,7
2023-11-19,agility_deceleration_dynamic,agility,deceleration,dynamic,0.871,1,2023-11-12,7
2023-11-19,agility_deceleration_isometric,agility,deceleration,isometric,1.038,1,2023-11-12,7
2023-11-19,jump_land_dynamic,jump,land,dynamic,0.69,1,2023-11-12,7
2023-11-19,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5085,1,2023-11-12,7
2023-11-19,jump_pre-load_isometric,jump,pre-load,isometric,0.52,1,2023-11-12,7
2023-11-19,jump_take off_dynamic,jump,take off,dynamic,0.64,1,2023-11-12,7
2023-11-19,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.43,1,2023-11-12,7
2023-11-19,sprint_acceleration_isometric,sprint,acceleration,isometric,0.52,1,2023-11-12,7
2023-11-19,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6475,1,2023-11-12,7
2023-11-19,upper body_pull_dynamic,upper body,pull,dynamic,0.871,1,2023-11-12,7
2023-11-19,upper body_push_dynamic,upper body,push,dynamic,0.43,1,2023-11-12,7
2023-11-19,upper body_push_isometric,upper body,push,isometric,0.67,1,2023-11-12,7
2023-11-20,agility_acceleration_dynamic,agility,acceleration,dynamic,0.4305,1,2023-11-12,8
2023-11-20,agility_acceleration_isometric,agility,acceleration,isometric,0.52,1,2023-11-12,8
